ID,price actual
ID_027500,6611.821367848059
ID_027501,6574.549569739489
ID_027502,6280.063664016745
ID_027503,5903.983290841318
ID_027504,5589.260549111672
ID_027505,5247.834570700261
ID_027506,4905.016625938008
ID_027507,4875.734919147784
ID_027508,4864.0866277542655
ID_027509,4889.761392284721
ID_027510,5340.02585736016
ID_027511,6403.1266487134035
ID_027512,6639.823075348814
ID_027513,6647.036379537686
ID_027514,6504.277681176756
ID_027515,6240.037951426596
ID_027516,6052.417808862885
ID_027517,5933.761045011007
ID_027518,5861.371838731012
ID_027519,5815.219025864097
ID_027520,5841.627870340499
ID_027521,6050.223432009841
ID_027522,6486.245209908324
ID_027523,6502.104338018192
ID_027524,6521.971214605042
ID_027525,6362.23007864432
ID_027526,5834.895193027873
ID_027527,5367.51543424001
ID_027528,4950.011905630354
ID_027529,4726.363980501407
ID_027530,4670.67899635529
ID_027531,4630.328173516684
ID_027532,4604.149121412651
ID_027533,4706.876730986418
ID_027534,5212.809534519079
ID_027535,6335.000000825709
ID_027536,6535.99432325958
ID_027537,6540.230843883451
ID_027538,6200.337482152644
ID_027539,5798.847330327001
ID_027540,5629.038469997805
ID_027541,5514.939484693104
ID_027542,5391.561481075767
ID_027543,5441.866882358932
ID_027544,5623.38086185557
ID_027545,6198.990030520579
ID_027546,6446.931095944924
ID_027547,6568.4857626568555
ID_027548,6561.477494769696
ID_027549,6534.4717699597295
ID_027550,6172.7773077167485
ID_027551,5650.538765947049
ID_027552,5252.250411991037
ID_027553,5032.760612199151
ID_027554,4939.405457981606
ID_027555,4910.7510636471725
ID_027556,4897.285623454228
ID_027557,4926.510995759831
ID_027558,5568.1788430161905
ID_027559,6396.660268056681
ID_027560,6607.728983606301
ID_027561,6571.684851475906
ID_027562,6477.181296611477
ID_027563,6463.348683133079
ID_027564,6278.500809102969
ID_027565,6110.292955791557
ID_027566,5821.690909524788
ID_027567,5617.404028181734
ID_027568,5803.999068863989
ID_027569,6277.336614751393
ID_027570,6548.034672851827
ID_027571,6722.249237745593
ID_027572,6723.09675461146
ID_027573,6702.817790213243
ID_027574,6487.328619172826
ID_027575,6227.9029175151745
ID_027576,5573.661968065016
ID_027577,5291.852496353255
ID_027578,5165.102003079879
ID_027579,5063.454104729147
ID_027580,5062.773496584885
ID_027581,5181.218587579707
ID_027582,5783.693838311266
ID_027583,6666.281923300206
ID_027584,6889.533856030571
ID_027585,6802.765854143383
ID_027586,6779.928539982329
ID_027587,6690.561733606049
ID_027588,6737.6532976204635
ID_027589,6792.892767930351
ID_027590,6737.554137566551
ID_027591,6709.816823247551
ID_027592,6704.254811181983
ID_027593,6689.384041960717
ID_027594,6770.5175257409555
ID_027595,7052.847314726762
ID_027596,7083.542039027643
ID_027597,7044.08156451314
ID_027598,6789.2080844946595
ID_027599,6720.864825111244
ID_027600,6562.820803666141
ID_027601,6394.127368085687
ID_027602,6148.220206276388
ID_027603,5870.904432130227
ID_027604,5720.803048455687
ID_027605,5705.04938439857
ID_027606,5876.378752212954
ID_027607,6213.861215546852
ID_027608,6070.503575344634
ID_027609,6536.585514312814
ID_027610,6610.347717943141
ID_027611,6656.282494945231
ID_027612,6628.858541916542
ID_027613,6599.987533036599
ID_027614,6575.381963428617
ID_027615,6486.941605657634
ID_027616,6388.314691261818
ID_027617,6411.272312203495
ID_027618,6516.2766316446005
ID_027619,6682.8793792326005
ID_027620,6783.7965973962155
ID_027621,6751.257939171466
ID_027622,6678.723613539684
ID_027623,6648.061983061174
ID_027624,6555.516701877144
ID_027625,6356.417475991186
ID_027626,6122.785768509525
ID_027627,5781.4461402914085
ID_027628,5693.525666344488
ID_027629,5559.704157227819
ID_027630,5508.506189440134
ID_027631,5839.451069049535
ID_027632,5834.203051600298
ID_027633,6377.262924519348
ID_027634,6471.861771605751
ID_027635,6487.657635537072
ID_027636,6449.3218128033295
ID_027637,6463.834267115203
ID_027638,6430.932919906066
ID_027639,6198.632489182137
ID_027640,5783.560085541867
ID_027641,5821.857312613022
ID_027642,6355.9375542630105
ID_027643,6711.022948743598
ID_027644,6747.709425828446
ID_027645,6764.408798202717
ID_027646,6649.841241585443
ID_027647,6144.349817584607
ID_027648,5518.420266300422
ID_027649,5185.083538689541
ID_027650,5120.534198076232
ID_027651,4956.834784029428
ID_027652,4992.471562443581
ID_027653,5142.904344644146
ID_027654,5834.438490877963
ID_027655,6674.81970141618
ID_027656,6988.000143402115
ID_027657,7099.403549672573
ID_027658,6966.133949610438
ID_027659,6866.958210087427
ID_027660,6710.647762778628
ID_027661,6730.18153468348
ID_027662,6644.5175083913055
ID_027663,6601.547373983725
ID_027664,6554.205261181606
ID_027665,6724.860835684961
ID_027666,6905.818063073128
ID_027667,7170.5344020833745
ID_027668,7542.162438835997
ID_027669,7018.288112716902
ID_027670,6811.152359251658
ID_027671,6589.225287638086
ID_027672,6232.012793320533
ID_027673,5864.975834430652
ID_027674,5440.763198719012
ID_027675,5406.42672068226
ID_027676,5396.449716564594
ID_027677,5451.683901864913
ID_027678,5996.149733031922
ID_027679,6913.164326600998
ID_027680,7102.077790613451
ID_027681,7450.688644911936
ID_027682,7511.4440926552
ID_027683,7490.092074343328
ID_027684,7557.861126941636
ID_027685,7578.749484278895
ID_027686,7542.82536965946
ID_027687,7121.189097122985
ID_027688,7442.304330760047
ID_027689,7265.216237944185
ID_027690,7132.923693562251
ID_027691,7648.647379409291
ID_027692,7783.530829420533
ID_027693,7656.22844590851
ID_027694,7210.970847029081
ID_027695,6772.301134961005
ID_027696,6501.3297435327495
ID_027697,6264.72314311239
ID_027698,5552.91925609331
ID_027699,5383.745281041624
ID_027700,5235.680950134659
ID_027701,5291.466624523106
ID_027702,5557.947836381539
ID_027703,6559.753576859177
ID_027704,6702.280510575185
ID_027705,6782.4546335086825
ID_027706,6747.575859250865
ID_027707,6683.317565603691
ID_027708,6716.405532151613
ID_027709,6671.720439095123
ID_027710,6556.785749760296
ID_027711,6469.386598520395
ID_027712,6414.87784754313
ID_027713,6196.348417186952
ID_027714,6200.5307688405
ID_027715,6605.373461118329
ID_027716,6808.6065107745335
ID_027717,6747.735737584383
ID_027718,6506.29215059208
ID_027719,5765.77122195113
ID_027720,4273.127808706
ID_027721,4118.613748447804
ID_027722,4074.648859876556
ID_027723,3959.4349886769496
ID_027724,3984.2543665750118
ID_027725,4090.375672884597
ID_027726,4284.583460283767
ID_027727,5102.909147258265
ID_027728,5746.580579092669
ID_027729,5895.876278859212
ID_027730,5945.201665994553
ID_027731,5911.807460023495
ID_027732,5857.5728765925915
ID_027733,5842.739080757687
ID_027734,5777.70005150002
ID_027735,5737.083255865395
ID_027736,5718.635477877303
ID_027737,5786.812416322884
ID_027738,5907.767481127028
ID_027739,5934.943731835771
ID_027740,5953.3313833854045
ID_027741,5926.2265121733235
ID_027742,5778.82189010285
ID_027743,5227.980951055042
ID_027744,5743.334396412465
ID_027745,5508.2081055246945
ID_027746,5033.66598321576
ID_027747,4944.765984810967
ID_027748,4923.751712828491
ID_027749,4933.44645459558
ID_027750,5006.984072048668
ID_027751,5167.138209312054
ID_027752,5240.3793226122425
ID_027753,5704.8645231616765
ID_027754,5972.151860332341
ID_027755,5777.20485592477
ID_027756,5553.46255537955
ID_027757,5560.158728213037
ID_027758,5419.6693418014265
ID_027759,5369.792144938472
ID_027760,5352.5561111262805
ID_027761,5557.179125572662
ID_027762,5731.764283525108
ID_027763,6083.478968316657
ID_027764,6125.881905566626
ID_027765,6113.58846088212
ID_027766,5974.492557289244
ID_027767,5750.292460983086
ID_027768,4944.334817129842
ID_027769,4826.198140871356
ID_027770,4790.37762467021
ID_027771,4753.019062009324
ID_027772,4730.345406843932
ID_027773,4752.092928630703
ID_027774,4821.971539303571
ID_027775,4923.214061648008
ID_027776,5015.7124235298315
ID_027777,5381.877921981171
ID_027778,5619.7850580850845
ID_027779,5527.664292573123
ID_027780,5396.624829816862
ID_027781,5318.040371519535
ID_027782,5195.148299497446
ID_027783,5175.193055769576
ID_027784,5207.088898020202
ID_027785,5400.018532636076
ID_027786,5836.699830543067
ID_027787,6047.889565285679
ID_027788,6001.875369345422
ID_027789,6013.342861068871
ID_027790,5824.989824467304
ID_027791,5746.829851999425
ID_027792,4634.808157107549
ID_027793,4512.499963957956
ID_027794,4253.987131580048
ID_027795,4125.584435552707
ID_027796,4100.5718649539685
ID_027797,4342.857721735872
ID_027798,4749.203902935986
ID_027799,5053.01905413626
ID_027800,5222.801549553127
ID_027801,5325.917153059219
ID_027802,5315.685367593882
ID_027803,5240.577501197649
ID_027804,5219.643058031557
ID_027805,5243.045394153511
ID_027806,5306.039414267966
ID_027807,5244.653191394864
ID_027808,5183.64765929233
ID_027809,5188.24317739903
ID_027810,5151.681892696247
ID_027811,5043.931185525562
ID_027812,5139.759302347034
ID_027813,5306.961605773157
ID_027814,5184.871508668309
ID_027815,5098.686516402837
ID_027816,5065.973069379014
ID_027817,4759.958936214553
ID_027818,4684.974485991465
ID_027819,4614.224945619224
ID_027820,4608.91718357598
ID_027821,4636.818204403302
ID_027822,4927.991602830734
ID_027823,5603.205817599228
ID_027824,5830.149431806367
ID_027825,5870.312989373818
ID_027826,5775.779352507522
ID_027827,5724.412029711215
ID_027828,5595.06771565261
ID_027829,5538.242432242145
ID_027830,5383.631369899786
ID_027831,5397.772249337074
ID_027832,5386.585339250428
ID_027833,5261.505447550406
ID_027834,5239.641008807052
ID_027835,5259.733685544085
ID_027836,5262.174797413863
ID_027837,5576.04198160667
ID_027838,5585.24929365377
ID_027839,5234.665332501166
ID_027840,5459.959838739436
ID_027841,5416.125250812738
ID_027842,5353.207091525551
ID_027843,5317.6214574318965
ID_027844,5229.9220244531825
ID_027845,5172.68621309995
ID_027846,5212.730608490345
ID_027847,5318.030693885945
ID_027848,5471.098958952326
ID_027849,5701.362019220089
ID_027850,5823.047560608402
ID_027851,5866.324177889151
ID_027852,5837.679993040047
ID_027853,5799.0402239089535
ID_027854,5825.424831058472
ID_027855,5720.834232409826
ID_027856,5605.85794097688
ID_027857,5610.074426834762
ID_027858,5603.489733669912
ID_027859,5703.799221629003
ID_027860,5806.136578597815
ID_027861,6081.539422631549
ID_027862,6089.44351213522
ID_027863,6032.076077845738
ID_027864,5750.588584084779
ID_027865,5601.1004954620785
ID_027866,5475.380902446149
ID_027867,5392.428644891073
ID_027868,5377.272546860314
ID_027869,5445.0291293064565
ID_027870,5660.1701284133605
ID_027871,5880.06702336488
ID_027872,6059.110825023137
ID_027873,6135.397668654948
ID_027874,6181.854384260728
ID_027875,6222.6829956083675
ID_027876,6252.36099422221
ID_027877,6246.7362496707665
ID_027878,6222.883244777759
ID_027879,6194.72645287365
ID_027880,6196.902479703761
ID_027881,6203.91194260083
ID_027882,6200.793595480447
ID_027883,6189.11449535079
ID_027884,6169.832844866624
ID_027885,6151.22665097147
ID_027886,6151.13060935833
ID_027887,6086.311974006708
ID_027888,6008.618932458814
ID_027889,5924.205801556649
ID_027890,5822.255884239967
ID_027891,5720.155603835918
ID_027892,5679.757761953416
ID_027893,5699.510811267214
ID_027894,5867.594165968349
ID_027895,5962.13659502194
ID_027896,6056.466483337717
ID_027897,6247.8811553296855
ID_027898,6451.587976400151
ID_027899,6468.547227385798
ID_027900,6477.221175641366
ID_027901,6483.1946842833595
ID_027902,6479.885720524137
ID_027903,6452.446497124141
ID_027904,6447.022245952792
ID_027905,6496.746770541802
ID_027906,6504.8471581428075
ID_027907,6485.007631912187
ID_027908,6397.08193133398
ID_027909,6351.6061349625115
ID_027910,6254.703103807127
ID_027911,6143.943832506632
ID_027912,5855.561395942311
ID_027913,5719.3581829776795
ID_027914,5608.351026897499
ID_027915,5533.742276787051
ID_027916,5511.42240924639
ID_027917,5544.111305458575
ID_027918,5840.001354985339
ID_027919,6020.265626984376
ID_027920,6094.979294609583
ID_027921,6179.7645236396775
ID_027922,6297.629786130978
ID_027923,6386.321560207775
ID_027924,6486.774902580922
ID_027925,6521.617688915483
ID_027926,6486.293453078918
ID_027927,6446.568373995165
ID_027928,6434.594527912333
ID_027929,6414.431072202854
ID_027930,6345.706568440395
ID_027931,6258.556609027741
ID_027932,6252.568020438668
ID_027933,6304.083729509631
ID_027934,6149.179321636859
ID_027935,6110.72624213782
ID_027936,5661.087820066604
ID_027937,5472.465590367459
ID_027938,5378.352511336828
ID_027939,5362.901324153353
ID_027940,5361.630974147142
ID_027941,5402.211734931115
ID_027942,5673.902665038752
ID_027943,5970.366611664617
ID_027944,6081.389580495381
ID_027945,6153.167439914238
