ID,price actual
ID_027500,7042.733556877805
ID_027501,6814.618057238042
ID_027502,6434.300407202662
ID_027503,5853.178639892867
ID_027504,5673.277495582521
ID_027505,5269.1012167264425
ID_027506,4627.17330025616
ID_027507,4598.54129218085
ID_027508,4549.062135028108
ID_027509,4598.997466963294
ID_027510,5176.05447426418
ID_027511,6406.836602512621
ID_027512,6757.0899079414185
ID_027513,6865.471252514092
ID_027514,6603.002854684738
ID_027515,6452.394884966559
ID_027516,6036.45641827906
ID_027517,5800.05425308905
ID_027518,5780.215598612384
ID_027519,5640.892170112274
ID_027520,5645.768599781437
ID_027521,6020.179951786208
ID_027522,6890.82549870359
ID_027523,6751.790445081515
ID_027524,6705.046210096341
ID_027525,6616.177062974021
ID_027526,5778.929350919411
ID_027527,5156.72830036895
ID_027528,4704.291184820997
ID_027529,4423.12054069222
ID_027530,4304.686018743177
ID_027531,4017.768051677005
ID_027532,4080.0836139019784
ID_027533,4390.810735059107
ID_027534,4878.358644813639
ID_027535,6137.1480524562085
ID_027536,6576.620722355479
ID_027537,6702.586298290501
ID_027538,6381.681319325863
ID_027539,5692.8923994499755
ID_027540,5479.3910679196115
ID_027541,5501.059731209495
ID_027542,5179.490035257609
ID_027543,5271.867536886592
ID_027544,5458.212063144156
ID_027545,6169.834498286492
ID_027546,6759.367606321252
ID_027547,6948.589738194249
ID_027548,6899.3821667701195
ID_027549,6886.850211616978
ID_027550,6257.261034725359
ID_027551,5434.755894743126
ID_027552,4987.988814876921
ID_027553,4814.56715169422
ID_027554,4598.113503884968
ID_027555,4510.052103013035
ID_027556,4545.935490870299
ID_027557,4658.994093426824
ID_027558,5415.7244656606445
ID_027559,6197.269813482061
ID_027560,6743.466565448199
ID_027561,6731.447680289597
ID_027562,6577.424667405795
ID_027563,6584.2563064480455
ID_027564,6443.959906291686
ID_027565,6147.503072409231
ID_027566,5706.166143637779
ID_027567,5494.353145696828
ID_027568,5669.664712437122
ID_027569,6377.024413523677
ID_027570,6731.660635545115
ID_027571,7075.203853854537
ID_027572,7064.718159470432
ID_027573,6963.885409888777
ID_027574,6466.138841006977
ID_027575,6344.427317505157
ID_027576,5504.705258530705
ID_027577,5296.052266093519
ID_027578,5018.095881675124
ID_027579,5006.962082821692
ID_027580,5028.8020200063365
ID_027581,5049.364186200229
ID_027582,5694.10494768075
ID_027583,6559.199900327263
ID_027584,7134.604416492717
ID_027585,6963.1909416039025
ID_027586,6945.772000717335
ID_027587,6959.02492274707
ID_027588,6907.262193789752
ID_027589,6878.650989237321
ID_027590,6720.887510791397
ID_027591,6710.894188333263
ID_027592,6681.69526654356
ID_027593,6699.642579071391
ID_027594,6844.590092213678
ID_027595,7508.704875497602
ID_027596,7374.6485817376415
ID_027597,7389.307218417493
ID_027598,6726.8882529120565
ID_027599,6585.770291709383
ID_027600,6540.833548695782
ID_027601,6314.183011800768
ID_027602,6011.981919466268
ID_027603,5895.543856560749
ID_027604,5666.466683937795
ID_027605,5669.870273722665
ID_027606,5851.899258253519
ID_027607,5982.934707379804
ID_027608,5881.779574667551
ID_027609,6175.596468307034
ID_027610,6396.093854093975
ID_027611,6374.200907052741
ID_027612,6345.691284573512
ID_027613,6457.676606887562
