ID,price actual
ID_027500,6958.4595
ID_027501,6791.1875
ID_027502,6479.9243
ID_027503,6074.081
ID_027504,5691.785
ID_027505,5197.11
ID_027506,4733.9565
ID_027507,4731.185
ID_027508,4722.346
ID_027509,4733.391
ID_027510,5202.4673
ID_027511,6416.7944
ID_027512,6818.244
ID_027513,6895.5586
ID_027514,6604.803
ID_027515,6389.746
ID_027516,6216.4175
ID_027517,6115.7783
ID_027518,5967.3267
ID_027519,5916.1865
ID_027520,5912.319
ID_027521,6138.337
ID_027522,6982.9863
ID_027523,6689.2554
ID_027524,6740.007
ID_027525,6579.0884
ID_027526,6076.282
ID_027527,5458.614
ID_027528,4781.309
ID_027529,4534.8965
ID_027530,4457.41
ID_027531,4356.72
ID_027532,4347.9233
ID_027533,4457.492
ID_027534,5158.5093
ID_027535,6388.4287
ID_027536,6597.44
ID_027537,6614.741
ID_027538,6406.234
ID_027539,6012.4116
ID_027540,5669.988
ID_027541,5583.4995
ID_027542,5433.147
ID_027543,5509.1333
ID_027544,5606.0938
ID_027545,6298.5894
ID_027546,6925.0005
ID_027547,6846.49
ID_027548,6848.688
ID_027549,6787.864
ID_027550,6355.259
ID_027551,5684.2607
ID_027552,5117.7925
ID_027553,4747.562
ID_027554,4639.1416
ID_027555,4637.744
ID_027556,4630.8535
ID_027557,4636.349
ID_027558,5604.216
ID_027559,6378.531
ID_027560,6796.6606
ID_027561,6713.067
ID_027562,6563.132
ID_027563,6580.9253
ID_027564,6471.866
ID_027565,6346.8833
ID_027566,6009.1055
ID_027567,5612.863
ID_027568,5989.972
ID_027569,6356.97
ID_027570,7012.279
ID_027571,7213.546
ID_027572,7178.037
ID_027573,7138.5957
ID_027574,6608.867
ID_027575,6416.143
ID_027576,5534.354
ID_027577,5155.9185
ID_027578,5000.0635
ID_027579,4953.9585
ID_027580,4992.974
ID_027581,5054.909
ID_027582,5923.063
ID_027583,6780.642
ID_027584,7158.1836
ID_027585,7054.9697
ID_027586,7091.051
ID_027587,7017.6665
ID_027588,7019.559
ID_027589,7084.8467
ID_027590,6866.821
ID_027591,6736.012
ID_027592,6722.009
ID_027593,6650.4624
ID_027594,7251.8604
ID_027595,7402.356
ID_027596,7370.612
ID_027597,7322.5845
ID_027598,6859.4595
ID_027599,6827.629
ID_027600,6659.8125
ID_027601,6387.3525
